"femaDeclarationString","disasterNumber","state","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate","tribalRequest","fipsStateCode","fipsCountyCode","placeCode","designatedArea","declarationRequestNumber","lastIAFilingDate","lastRefresh","hash","id","latitude","longitude","declarationYear","declarationMonth"
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,33,99033,"Crockett (County)",23047,"","2023-05-22T03:41:22.800Z","f65cf06f8d33f603fcc6e9d66121980d2b2dc436","396ef3b9-6675-4027-8896-e91abc72d8ea",35.7812386,-89.1324866,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,37,99037,"Davidson (County)",23047,"","2023-05-22T03:41:22.800Z","20529c3b4ce2b61c7f27895004ceb9ce07bfc74b","1e8db935-e778-40a7-a64d-e87544a4d415",36.1765901,-86.7818523,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,39,99039,"Decatur (County)",23047,"","2023-05-22T03:41:22.800Z","c99af3a0ddf505c3d7cacb20117ecb4abf987834","8acf16d7-0add-4026-adb7-e3923cd868e3",35.595087,-88.1291387,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,43,99043,"Dickson (County)",23047,"","2023-05-22T03:41:22.800Z","d4669825764803a6a4a4feb498e65a1e5c9cae18","c24738fc-9bf0-4ca5-84c6-bc35de67479a",36.1395608,-87.2825362,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,49,99049,"Fentress (County)",23047,"","2023-05-22T03:41:22.800Z","f9f69ed3674c334431e441d1630653d1cd069fe7","668b03d1-019f-4c3a-884e-8bb48b07ddac",36.37106,-84.8984775,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,53,99053,"Gibson (County)",23047,"","2023-05-22T03:41:22.800Z","b15d44e5dc85a793f341e4bf5362e12b96cb34ce","e4427e84-fe87-40d7-ba8c-c2e6d397757c",35.9969735,-88.864698,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,55,99055,"Giles (County)",23047,"","2023-05-22T03:41:22.800Z","2c6bc60cae95821ff93303d51edb0bb3e2148138","830301d7-6b1c-4155-bdba-cb39d25fbc00",35.0894745,-86.9824288,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,61,99061,"Grundy (County)",23047,"","2023-05-22T03:41:22.800Z","f9ff3eab63152437e75fa8c76caed347c0d1d3ab","b64a9264-9427-4c07-9250-3f51a26af95c",35.4013452,-85.684578,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,65,99065,"Hamilton (County)",23047,"","2023-05-22T03:41:22.800Z","3ebd6d02771f98c2911e93fa028cc945229f09d6","8a1d3979-5750-4fd3-9002-412a33bcf08a",35.1618966,-85.1479364,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,71,99071,"Hardin (County)",23047,"","2023-05-22T03:41:22.800Z","5ed21e2d7f1e4df2fe9c58de4fcbb0f0601e7f14","0135a4e1-5f74-4cfb-8660-2ef9aedd4ded",35.1142443,-88.2461183,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,75,99075,"Haywood (County)",23047,"","2023-05-22T03:41:22.800Z","18e9097fe16d5f534f8b99dc80acc66aa5eb2eaf","03ad2982-47e4-4a65-9e97-b3e2cbd0543e",35.6513888,-89.3226954,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,77,99077,"Henderson (County)",23047,"","2023-05-22T03:41:22.800Z","4a9d8c6fbb545cbc02eab7d497ead65e97ab5ea6","d50ddb66-6a15-4df3-9911-559325e35dd4",35.6427245,-88.4016041,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,79,99079,"Henry (County)",23047,"","2023-05-22T03:41:22.800Z","9419e273363a823d8cf5f38ce97a2414d2f4c83c","e110f23f-463e-4934-8559-9916b01dcc7b",36.3369938,-88.2461183,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,81,99081,"Hickman (County)",23047,"","2023-05-22T03:41:22.800Z","d84b69d9ae2bdc0908fe490073666101adc6f623","29ae4900-2734-4484-a210-4be36002f814",35.8012797,-87.460397,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,83,99083,"Houston (County)",23047,"","2023-05-22T03:41:22.800Z","ba1aaf6537a583e924b8642a12da990c199a88c2","8b7e8aee-e72d-4794-a07d-2e5a8e6a4824",36.283619,-87.658113,2023,5
"DR-4705-TX",4705,"TX","DR","2023-04-21T00:00:00.000Z",2023,"Winter Storm","SEVERE WINTER STORM",0,0,1,1,"2023-01-30T00:00:00.000Z","2023-02-02T00:00:00.000Z","",0,48,159,99159,"Franklin (County)",23043,"","2023-05-23T00:01:56.339Z","3717ba2fe4c68517e772d8197b06ed59720e7d21","65116b06-924f-4d43-a41f-ed11de58bb36",33.1959954,-95.1849219,2023,4
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,85,99085,"Humphreys (County)",23047,"","2023-05-22T03:41:22.800Z","372585483f71a630eff58c0d0dfa75173db08d2a","b77c0006-610e-4aad-9293-add41cc8c3cb",36.0245773,-87.7369607,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,87,99087,"Jackson (County)",23047,"","2023-05-22T03:41:22.800Z","94ad097ccc35d75e7c4a2e77e934410a249566dc","d383155d-1e4c-40b6-bec6-15c55c06b1d7",36.4004931,-85.643487,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,95,99095,"Lake (County)",23047,"","2023-05-22T03:41:22.800Z","f1452510d9545daa82d38a095a6cc1837227ff5e","de858e30-2ce0-4626-b158-b352aab04fc5",36.3270676,-89.4931176,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,97,99097,"Lauderdale (County)",23047,"","2023-05-22T03:41:22.800Z","a510f577e2dfd07e512d750ad6eebe26cd7b30be","15b7b550-319b-47f8-b425-41219b9ac872",35.7838834,-89.6628111,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,99,99099,"Lawrence (County)",23047,"","2023-05-22T03:41:22.800Z","1f14e00f8110afcde11fa4ca7b50c99e031c9fd4","508bbd83-bcf1-466e-a855-6651de27b36a",35.2761735,-87.460397,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,101,99101,"Lewis (County)",23047,"","2023-05-22T03:41:22.800Z","6b65a5c382b9d8458cd0d6b4e3c37d2017a60247","eda70326-7e5a-4339-8f6c-77825f6791b3",35.4962054,-87.5000082,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,111,99111,"Macon (County)",23047,"","2023-05-22T03:41:22.800Z","4563135923365efb16e9e552a839437ffbdf0a5d","38c0709e-e019-4a50-ad8a-470c1ba95d13",36.4983882,-85.971322,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,113,99113,"Madison (County)",23047,"","2023-05-22T03:41:22.800Z","69dbafe8062b2e52e51fa8e6f3a5f7e0fdc5782f","84af8c74-466c-460a-ac73-048e061c9349",35.6479574,-88.864698,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,115,99115,"Marion (County)",23047,"","2023-05-22T03:41:22.800Z","5d655bffa2b0eea1535df29da48e6d7587da607a","0716a2bb-7219-4d78-a7b3-14193740d160",35.0928512,-85.643487,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,121,99121,"Meigs (County)",23047,"","2023-05-22T03:41:22.800Z","f6f4a0e5dc105133defa270ae1aa006db6eeba15","6a36bcd2-6f9e-4260-a878-48b9357154ca",35.519359,-84.7942091,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,123,99123,"Monroe (County)",23047,"","2023-05-22T03:41:22.800Z","a4684d03078a78560b101fb162275bf21d6cdfba","3f71f181-95eb-4e37-a71a-15bdb22310e7",35.471793,-84.2278796,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,125,99125,"Montgomery (County)",23047,"","2023-05-22T03:41:22.800Z","a5eb026862b9b1079156ffcb55a6e55f69a170b2","0c2fd4f3-8449-48e6-80f0-ec5a3a9b9ae6",36.4960406,-87.460397,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,127,99127,"Moore (County)",23047,"","2023-05-22T03:41:22.800Z","6fe649f45bd3e1d09561f98c1ac9d97bc122a84e","c91bd5e7-11de-4b91-96a2-aa4751e1c91a",35.2700506,-86.357952,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,131,99131,"Obion (County)",23047,"","2023-05-22T03:41:22.800Z","2f3cdba0a1029fb9b2ebf2089ceb997c1bdbc6cb","7a99a9fa-c0c3-4b0a-9ff2-58f855810c76",36.3469439,-89.1705998,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,135,99135,"Perry (County)",23047,"","2023-05-22T03:41:22.800Z","5b1bbcfba9630fc795cf7064908022f8bb5c3e78","70b34f06-edc7-46af-920a-c0a869c85c14",35.6786596,-87.8942451,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,137,99137,"Pickett (County)",23047,"","2023-05-22T03:41:22.800Z","35bc03e7faf4c1b1e269fbb3a2f41153cd2b09e5","15c3e13f-fa87-4187-9875-89b3b2610910",36.5541091,-85.1479364,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,139,99139,"Polk (County)",23047,"","2023-05-22T03:41:22.800Z","c8055709f756fe64b7733ea268c8bac4db1d03e9","15973c8c-3a03-4dc4-8881-2bf38719f01d",35.1371578,-84.564147,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,143,99143,"Rhea (County)",23047,"","2023-05-22T03:41:22.800Z","06461adfec7666a729f7c92599982f2b4e456a81","1a062c0c-a432-4908-a4d7-96b9be8027a7",35.5927914,-84.981754,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,147,99147,"Robertson (County)",23047,"","2023-05-22T03:41:22.800Z","f114bb97a13484ea8ca624e55b6fa04ff8f1a586","ee22ba3d-49b1-4fc8-849b-831347b356a8",36.5250666,-86.8621827,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,161,99161,"Stewart (County)",23047,"","2023-05-22T03:41:22.800Z","25836ebc749625833e13dc56aa2bdc34e6b1a3f3","cd33c6de-f62e-4542-98af-ab1531ac5e63",36.5023236,-87.7763333,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,165,99165,"Sumner (County)",23047,"","2023-05-22T03:41:22.800Z","2dbefae49464a83aea3b0b37286dbe7479d50fd9","b5b6e8e1-6cf0-4fef-9dd2-220c98398afb",36.4718084,-86.4996546,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,167,99167,"Tipton (County)",23047,"","2023-05-22T03:41:22.800Z","7d7e6de84022984118aae1d79270cfcf0b791092","6b630ede-e2e9-4ea7-b4a1-fe0a6e2a3243",35.5217179,-89.7379958,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,181,99181,"Wayne (County)",23047,"","2023-05-22T03:41:22.800Z","ff82ce54d5b031f0b99cf6f861e1b04124f4cd2e","623a44a7-a9a1-44c6-9f4d-7b9bc4065132",35.282369,-87.7763333,2023,5
"DR-4712-TN",4712,"TN","DR","2023-05-17T00:00:00.000Z",2023,"Severe Storm","SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADO",0,0,1,1,"2023-03-01T00:00:00.000Z","2023-03-03T00:00:00.000Z","",0,47,185,99185,"White (County)",23047,"","2023-05-22T03:41:22.800Z","7fe9e38580a461525329e5c3ef5cd9f83621031a","980175fa-9051-4b99-a2aa-0fe865ad9c74",35.9189882,-85.520024,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,13,99013,"Bell (County)",23027,"","2023-05-22T03:41:22.800Z","8c080f213e05835817fbca107d800ddebb397ea8","ae02b4f3-e31f-4790-828b-7317265c9737",36.741122,-83.634843,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,25,99025,"Breathitt (County)",23027,"","2023-05-22T03:41:22.800Z","e46ce3a24e5141b9961bad107a8962db07bac773","44a17697-a774-4f17-8152-7f7332d3a541",37.5359616,-83.336188,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,33,99033,"Caldwell (County)",23027,"","2023-05-22T03:41:22.800Z","dafca73bcdc07ee0696ff0b0ef245000e6531e49","47f0394d-b391-47a4-864d-26abb3736259",37.1501019,-87.8942451,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,43,99043,"Carter (County)",23027,"","2023-05-22T03:41:22.800Z","d6d0f0665f6e82bdd3d178f44f34215690e98075","adc3d872-63d9-425a-9275-387633356b04",38.3204714,-83.0361376,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,51,99051,"Clay (County)",23027,"","2023-05-22T03:41:22.800Z","546d9996e7c7f48e538ac8b37564623c0b4471db","7ef11c7e-1969-4163-94b2-239f87012c67",37.1738044,-83.7199136,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,63,99063,"Elliott (County)",23027,"","2023-05-22T03:41:22.800Z","124f3633eba8c16f2b6de4e25400aa25a00b1f87","fd6ab98d-64e4-41c4-b7d8-b54727bff1a4",38.1575088,-83.1220074,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,71,99071,"Floyd (County)",23027,"","2023-05-22T03:41:22.800Z","407b2fd51e883ffbc278f0bc0cca3ddde73929ae","7a86dae5-c2e2-4fd6-83bb-329fb744fb42",37.5455463,-82.7778579,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,95,99095,"Harlan (County)",23027,"","2023-05-22T03:41:22.800Z","d91b668cdaed41b4be834371d1c20d63397edb0e","d8651fbf-55d6-4882-8d7e-318b70724218",36.8890304,-83.2077645,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,99,99099,"Hart (County)",23027,"","2023-05-22T03:41:22.800Z","0ea20862d05aef00e1f341856212743e7f82bd9b","22a3fce4-3f43-4bca-a9b3-f75e614a1968",37.3101304,-85.8486236,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,115,99115,"Johnson (County)",23027,"","2023-05-22T03:41:22.800Z","87c8cd3db7089a4105729d71fb889a70d40bed4b","6c99a059-a544-4ce7-8ac4-ffc6e5ef2568",37.8048335,-82.8640623,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,119,99119,"Knott (County)",23027,"","2023-05-22T03:41:22.800Z","2a1b0d16bbcd8acc4d145519241ececce6eaae18","53875741-4c3a-4ba9-bee9-8af4210ce700",37.3461117,-82.9931607,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,127,99127,"Lawrence (County)",23027,"","2023-05-22T03:41:22.800Z","f6b1cdba667897a6897a79b0842febeae975e850","e0858fef-b6a8-424c-8905-af5f85284f73",38.052675,-82.7778579,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,129,99129,"Lee (County)",23027,"","2023-05-22T03:41:22.800Z","9ef3bad26e87de5a1af93f9abe3aa902aa8cc481","f7388e41-8d0a-4ac6-a33d-b65e366e698e",37.599443,-83.7199136,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,131,99131,"Leslie (County)",23027,"","2023-05-22T03:41:22.800Z","5dff69d671b06ee03780095f7591a4f7064ee1d4","85aadc4a-7cc9-4353-9cdc-8ff03d61803d",37.0698286,-83.3789389,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,133,99133,"Letcher (County)",23027,"","2023-05-22T03:41:22.800Z","913d2f10440af8158084bc6429d717ee8928e015","2c944bfe-ff29-4766-9562-3d561be25da1",37.125351,-82.8640623,2023,5
"DR-4711-KY",4711,"KY","DR","2023-05-09T00:00:00.000Z",2023,"Flood","SEVERE STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",0,0,1,1,"2023-02-15T00:00:00.000Z","2023-02-20T00:00:00.000Z","",0,21,153,99153,"Magoffin (County)",23027,"","2023-05-22T03:41:22.800Z","542074e71a3c6ab7150c174a6bf8319cfe122ba1","14028686-8b27-4e6c-ad03-cd6fcffa574f",37.730555,-83.0361376,2023,5
