"femaDeclarationString","disasterNumber","state","declarationType","declarationDate","fyDeclared","incidentType","declarationTitle","ihProgramDeclared","iaProgramDeclared","paProgramDeclared","hmProgramDeclared","incidentBeginDate","incidentEndDate","disasterCloseoutDate","tribalRequest","fipsStateCode","fipsCountyCode","placeCode","designatedArea","declarationRequestNumber","lastIAFilingDate","lastRefresh","hash","id","latitude","longitude","declarationYear","declarationMonth"
"FM-5352-WA",5352,"WA","FM","2020-09-07T00:00:00.000Z",2020,"Fire","APPLE ACRES FIRE",0,0,1,1,"2020-09-07T00:00:00.000Z","2020-09-15T00:00:00.000Z","",0,53,7,99007,"Chelan (County)",20268,"","2023-05-22T03:41:22.800Z","e52373fb9d1fdd93a289a4ce76d8b03b4ec62839","2667b55c-3609-401c-beed-9e2b11536cab",47.9445331,-120.6749068,2020,9
"FM-5351-WA",5351,"WA","FM","2020-09-07T00:00:00.000Z",2020,"Fire","COLD SPRINGS/PEARL HILL FIRE",0,0,1,1,"2020-09-07T00:00:00.000Z","2020-09-19T00:00:00.000Z","",0,53,0,14240,"Colville Indian Reservation",20267,"","2023-05-22T03:41:22.800Z","d117865ba9cb69d6f555ce11720bc1d1eabf96db","8313fe56-7f62-4f20-9442-60d77bd66dd9",48.1998801,-118.8678004,2020,9
"FM-5351-WA",5351,"WA","FM","2020-09-07T00:00:00.000Z",2020,"Fire","COLD SPRINGS/PEARL HILL FIRE",0,0,1,1,"2020-09-07T00:00:00.000Z","2020-09-19T00:00:00.000Z","",0,53,17,99017,"Douglas (County)",20267,"","2023-05-22T03:41:22.800Z","26950b9c2e1e5b61b16c97d59a9a414f73ad1670","cb5002b6-06bb-4668-a533-fd1ddee166e6",47.7790617,-119.7474606,2020,9
"FM-5351-WA",5351,"WA","FM","2020-09-07T00:00:00.000Z",2020,"Fire","COLD SPRINGS/PEARL HILL FIRE",0,0,1,1,"2020-09-07T00:00:00.000Z","2020-09-19T00:00:00.000Z","",0,53,47,99047,"Okanogan (County)",20267,"","2023-05-22T03:41:22.800Z","7bcd6e7c0e883a14a7a3414ebc4b4a2eabc7a0e7","01c43d89-38e6-41d3-b941-a33b1c83bb12",48.5896831,-119.6522139,2020,9
"FM-5350-CA",5350,"CA","FM","2020-09-06T00:00:00.000Z",2020,"Fire","EL DORADO FIRE",0,0,1,1,"2020-09-05T00:00:00.000Z","2020-09-24T00:00:00.000Z","",0,6,71,99071,"San Bernardino (County)",20261,"","2023-05-22T03:41:22.800Z","ed16e701fedf00857abe85d4c5708350b9cbbd7e","0cb7437f-341f-4968-a69f-f2044b4c1437",33.9828844,-117.7093319,2020,9
"FM-5349-CO",5349,"CO","FM","2020-09-06T00:00:00.000Z",2020,"Fire","CAMERON PEAK FIRE",0,0,1,1,"2020-09-06T00:00:00.000Z","2020-11-02T00:00:00.000Z","2020-01-10T00:00:00.000Z",0,8,69,99069,"Larimer (County)",20260,"","2023-05-22T03:41:22.800Z","ae590d24ae0ede786c05fe1b7350e53d9fc436fb","94f539ff-4783-4ded-86d4-00600b68cba8",40.6955572,-105.5943388,2020,9
"FM-5348-CA",5348,"CA","FM","2020-09-06T00:00:00.000Z",2020,"Fire","CREEK FIRE",0,0,1,1,"2020-09-06T00:00:00.000Z","","",0,6,19,99019,"Fresno (County)",20263,"","2023-05-22T03:41:22.800Z","23a1751a6e6d9cf1172a510bc0ce52a7d6c26aeb","938299ff-55cb-425f-b477-3b4249851236",36.9858984,-119.2320784,2020,9
"FM-5348-CA",5348,"CA","FM","2020-09-06T00:00:00.000Z",2020,"Fire","CREEK FIRE",0,0,1,1,"2020-09-06T00:00:00.000Z","","",0,6,39,99039,"Madera (County)",20263,"","2023-05-22T03:41:22.800Z","1df3543a5228583374f82d18ba3e8fedf3dc02e7","adb470be-a77e-4bd0-8fa2-26cf0e438758",37.251926,-119.6962677,2020,9
"FM-5347-WY",5347,"WY","FM","2020-09-05T00:00:00.000Z",2020,"Fire","316 FIRE",0,0,1,1,"2020-09-05T00:00:00.000Z","2020-09-06T00:00:00.000Z","",0,56,7,99007,"Carbon (County)",20259,"","2023-05-22T03:41:22.800Z","d55ed90f399465f65a419b094c4ec7f00fa77f76","c3ca4aa2-b7d8-49c4-b633-46c53c8ba8c2",41.6032207,-106.912251,2020,9
"FM-5346-MT",5346,"MT","FM","2020-09-05T00:00:00.000Z",2020,"Fire","BRIDGER FOOTHILLS FIRE",0,0,1,1,"2020-09-05T00:00:00.000Z","2020-09-14T00:00:00.000Z","",0,30,31,99031,"Gallatin (County)",20258,"","2023-05-22T03:41:22.800Z","7bea613e79e3c0c4204d613e72fdc3574b2274f4","74e2de20-b6cc-4ab2-9550-c54a286a5463",45.5388865,-111.1194231,2020,9
"FM-5345-MT",5345,"MT","FM","2020-09-03T00:00:00.000Z",2020,"Fire","SNIDER/RICE FIRE COMPLEX",0,0,1,1,"2020-09-03T00:00:00.000Z","2020-09-06T00:00:00.000Z","",0,30,17,99017,"Custer (County)",20264,"","2023-05-22T03:41:22.800Z","0c66d9334d75836d526741abc8f604727d327080","5aa8b937-1fe7-442f-81c5-5248907eec32",46.2160876,-105.6225,2020,9
"FM-5345-MT",5345,"MT","FM","2020-09-03T00:00:00.000Z",2020,"Fire","SNIDER/RICE FIRE COMPLEX",0,0,1,1,"2020-09-03T00:00:00.000Z","2020-09-06T00:00:00.000Z","",0,30,75,99075,"Powder River (County)",20264,"","2023-05-22T03:41:22.800Z","ac3800bf599778890a189675031d6e877a735185","89364bdb-0127-4ac5-a2f8-d5e8b985af94",45.2968361,-105.5346557,2020,9
"FM-5345-MT",5345,"MT","FM","2020-09-03T00:00:00.000Z",2020,"Fire","SNIDER/RICE FIRE COMPLEX",0,0,1,1,"2020-09-03T00:00:00.000Z","2020-09-06T00:00:00.000Z","",0,30,87,99087,"Rosebud (County)",20264,"","2023-05-22T03:41:22.800Z","abd1b1e589967c8990208729fcecaafed287a1fe","e01c0bb8-2f2b-4302-942c-cdc2a75921b9",46.3904836,-106.5944313,2020,9
"FM-5344-MT",5344,"MT","FM","2020-09-02T00:00:00.000Z",2020,"Fire","BOBCAT FIRE",0,0,1,1,"2020-09-02T00:00:00.000Z","2020-09-06T00:00:00.000Z","",0,30,65,99065,"Musselshell (County)",20257,"","2023-05-22T03:41:22.800Z","c6bb31ed307ed3e96462da848dfa4f3b0dec4d9a","b208fd5d-2913-447c-bb62-e41b05c52a8f",46.4218783,-108.4064758,2020,9
"FM-5344-MT",5344,"MT","FM","2020-09-02T00:00:00.000Z",2020,"Fire","BOBCAT FIRE",0,0,1,1,"2020-09-02T00:00:00.000Z","2020-09-06T00:00:00.000Z","",0,30,111,99111,"Yellowstone (County)",20257,"","2023-05-22T03:41:22.800Z","608ae4306b8be6187d312133537e8720a6f62a27","d656e113-effe-4089-aac0-4264f459b081",45.7856577,-108.4343805,2020,9
"DR-4738-GA",4738,"GA","DR","2023-09-07T00:00:00.000Z",2023,"Hurricane","HURRICANE IDALIA",1,0,1,1,"2023-08-30T00:00:00.000Z","2023-08-30T00:00:00.000Z","",0,13,19,99019,"Berrien (County)",23119,"2023-11-06T00:00:00.000Z","2023-10-02T22:41:17.241Z","20291db7980729abdad84965c7e884dc663152ff","4885d759-1d25-425a-baa3-94f0ab133ee3",31.3118535,-83.2077645,2023,9
"FM-5342-WA",5342,"WA","FM","2020-09-01T00:00:00.000Z",2020,"Fire","EVANS CANYON FIRE",0,0,1,1,"2020-09-01T00:00:00.000Z","2020-09-14T00:00:00.000Z","",0,53,77,99077,"Yakima (County)",20255,"","2023-05-22T03:41:22.800Z","b17037c7c2c3995626c08ae3e29f01b7c686d42d","83619afe-b676-4551-b290-4aab92265bbb",46.543606,-120.7558292,2020,9
"FM-5341-OR",5341,"OR","FM","2020-08-28T00:00:00.000Z",2020,"Fire","WHITE RIVER FIRE",0,0,1,1,"2020-08-17T00:00:00.000Z","2020-09-10T00:00:00.000Z","",0,41,65,99065,"Wasco (County)",20252,"","2023-05-22T03:41:22.800Z","f90354f5b5df70e67ee4ec69d9bee08dc96b96d3","312e4f44-1da1-408b-a63f-5937138202e2",45.0600051,-121.2375121,2020,8
"FM-5340-AZ",5340,"AZ","FM","2020-08-26T00:00:00.000Z",2020,"Fire","GRIFFIN FIRE",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,4,0,62980,"San Carlos Indian Reservation",20249,"","2023-05-22T03:41:22.800Z","ea885c478a5e2dc5f259a4fe1f7121da92d4c124","3ba5c68f-b951-40d7-b8ef-3c50be09500b",33.3833876,-110.1006467,2020,8
"FM-5340-AZ",5340,"AZ","FM","2020-08-26T00:00:00.000Z",2020,"Fire","GRIFFIN FIRE",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,4,7,99007,"Gila (County)",20249,"","2023-05-22T03:41:22.800Z","8847bd6141db1a17b655f6717ea85eabe24fb11b","4b412700-68d9-407d-94a1-7371cb49e896",33.6370567,-110.5215459,2020,8
"FM-5339-CA",5339,"CA","FM","2020-08-22T00:00:00.000Z",2020,"Fire","SHEEP FIRE",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,6,35,99035,"Lassen (County)",20246,"","2023-05-22T03:41:22.800Z","1644b084ad54edd15444a3e210a793ecba2cb2dd","4226e27f-1436-4f67-bcb5-46f910a88faa",40.5394389,-120.7120023,2020,8
"FM-5338-CA",5338,"CA","FM","2020-08-21T00:00:00.000Z",2020,"Fire","SCU LIGTNING COMPLEX FIRE",0,0,1,1,"2020-08-20T00:00:00.000Z","","",0,6,85,99085,"Santa Clara (County)",20247,"","2023-05-22T03:41:22.800Z","6ddec7ebc90c5641c194a4c571df60c645a269ca","f18fa65b-ddbc-4497-aa92-dfb43fdcf4a6",37.2938907,-121.7195459,2020,8
"FM-5338-CA",5338,"CA","FM","2020-08-21T00:00:00.000Z",2020,"Fire","SCU LIGTNING COMPLEX FIRE",0,0,1,1,"2020-08-20T00:00:00.000Z","","",0,6,99,99099,"Stanislaus (County)",20247,"","2023-05-22T03:41:22.800Z","5985fed6303399e056d753d16bdf77d19bb09a15","35deea06-a1ff-476e-82c4-22804f6b37d1",39.3054839,-121.6719992,2020,8
"FM-5337-WA",5337,"WA","FM","2020-08-20T00:00:00.000Z",2020,"Fire","PALMER FIRE",0,0,1,1,"2020-08-18T00:00:00.000Z","2020-09-03T00:00:00.000Z","",0,53,47,99047,"Okanogan (County)",20240,"","2023-05-22T03:41:22.800Z","ee8ba17dbdced9f25ee60c793e14f1abd2b9a4fa","f0c758c3-ab08-4fb4-9557-d19353a66329",48.5896831,-119.6522139,2020,8
"FM-5336-CA",5336,"CA","FM","2020-08-20T00:00:00.000Z",2020,"Fire","CZU LIGHTNING FIRE COMPLEX",0,0,1,1,"2020-08-20T00:00:00.000Z","","",0,6,81,99081,"San Mateo (County)",20238,"","2023-05-22T03:41:22.800Z","c0a24c5fbcb4d53f39e7e11a30ec7ae842e15384","639e7627-aa9f-4131-a41c-9f278976f7c4",37.4337342,-122.4014193,2020,8
"FM-5336-CA",5336,"CA","FM","2020-08-20T00:00:00.000Z",2020,"Fire","CZU LIGHTNING FIRE COMPLEX",0,0,1,1,"2020-08-20T00:00:00.000Z","","",0,6,87,99087,"Santa Cruz (County)",20238,"","2023-05-22T03:41:22.800Z","e0893e5321c19881d0dddd25cce244cf9aa22d56","3458c396-9d34-4052-be1b-ffc9600e79ca",37.0453995,-121.9579573,2020,8
"DR-4738-GA",4738,"GA","DR","2023-09-07T00:00:00.000Z",2023,"Hurricane","HURRICANE IDALIA",1,0,1,1,"2023-08-30T00:00:00.000Z","2023-08-30T00:00:00.000Z","",0,13,27,99027,"Brooks (County)",23119,"2023-11-06T00:00:00.000Z","2023-10-02T22:41:17.241Z","4ef767096568dc1e653ea908b71c0decfd5307c4","30c56126-409f-4b7a-9227-2841a3dd9b23",30.8730159,-83.5496566,2023,9
"FM-5333-CA",5333,"CA","FM","2020-08-19T00:00:00.000Z",2020,"Fire","CARMEL FIRE",0,0,1,1,"2020-08-18T00:00:00.000Z","","",0,6,53,99053,"Monterey (County)",20235,"","2023-05-22T03:41:22.800Z","bd281d05d32783f51cca203f4f0672e08dfe58e4","38cebe42-4e50-470f-b471-992314d03cfb",36.6002236,-121.8947489,2020,8
"FM-5332-CA",5332,"CA","FM","2020-08-18T00:00:00.000Z",2020,"Fire","JONES FIRE",0,0,1,1,"2020-08-18T00:00:00.000Z","","",0,6,57,99057,"Nevada (County)",20232,"","2023-05-22T03:41:22.800Z","fcbc515514e0b5e52d7862fca1e47323c92d52f6","396d66d4-bd55-4e29-a220-0f65632993dd",39.1346666,-121.1710389,2020,8
"FM-5331-CA",5331,"CA","FM","2020-08-18T00:00:00.000Z",2020,"Fire","LNU LIGHTNING FIRE COMPLEX",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,6,33,99033,"Lake (County)",20231,"","2023-05-22T03:41:22.800Z","007f1bc09ebc5b04cab2741f46d05486a0d12e46","e63e6aa5-851b-4458-960c-114a2f33e6b0",39.0839644,-122.8084496,2020,8
"FM-5331-CA",5331,"CA","FM","2020-08-18T00:00:00.000Z",2020,"Fire","LNU LIGHTNING FIRE COMPLEX",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,6,55,99055,"Napa (County)",20231,"","2023-05-22T03:41:22.800Z","45b12d13fcf128cbe14ad689ba351c2b9a3ed00b","3e71ce9e-0453-4d14-96da-a79d54d7129f",38.5024689,-122.2653887,2020,8
"FM-5331-CA",5331,"CA","FM","2020-08-18T00:00:00.000Z",2020,"Fire","LNU LIGHTNING FIRE COMPLEX",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,6,95,99095,"Solano (County)",20231,"","2023-05-22T03:41:22.800Z","00cca984a2807e570a0d6f0ac92fc7be43ebb579","2c9c9d00-79a0-484f-9c2f-6e3144fbd669",38.3104969,-121.9017954,2020,8
"FM-5331-CA",5331,"CA","FM","2020-08-18T00:00:00.000Z",2020,"Fire","LNU LIGHTNING FIRE COMPLEX",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,6,97,99097,"Sonoma (County)",20231,"","2023-05-22T03:41:22.800Z","5825d67950bfa6d7c24b08daeac54e6a97d82cfd","e297da79-0bfe-4fd7-91a3-8871bdd3b8b6",38.5779555,-122.9888319,2020,8
"FM-5331-CA",5331,"CA","FM","2020-08-18T00:00:00.000Z",2020,"Fire","LNU LIGHTNING FIRE COMPLEX",0,0,1,1,"2020-08-17T00:00:00.000Z","","",0,6,113,99113,"Yolo (County)",20231,"","2023-05-22T03:41:22.800Z","bd220059a519c42a06b9cad8673819a44ecfbf7d","3564113e-c261-4c2a-aa03-0f57c435b557",38.7646021,-121.9017954,2020,8
"FM-5330-WA",5330,"WA","FM","2020-08-17T00:00:00.000Z",2020,"Fire","NORTH BROWNSTOWN FIRE",0,0,1,1,"2020-08-16T00:00:00.000Z","2020-08-17T00:00:00.000Z","",0,53,0,79995,"Yakama Reservation",20233,"","2023-05-22T03:41:22.800Z","ff8b76406398673870a43ffd3d7c1b91db64f06c","99d27f81-7b35-4495-b6f8-b4dff7a424ba",46.2619033,-120.8489815,2020,8
"FM-5330-WA",5330,"WA","FM","2020-08-17T00:00:00.000Z",2020,"Fire","NORTH BROWNSTOWN FIRE",0,0,1,1,"2020-08-16T00:00:00.000Z","2020-08-17T00:00:00.000Z","",0,53,77,99077,"Yakima (County)",20233,"","2023-05-22T03:41:22.800Z","9d2f284d55c12ea368559adeaca9331d6c71ec0e","2c9942a4-133a-449a-b6c0-9b527bdb9a43",46.543606,-120.7558292,2020,8
"FM-5329-CA",5329,"CA","FM","2020-08-17T00:00:00.000Z",2020,"Fire","RIVER FIRE",0,0,1,1,"2020-08-16T00:00:00.000Z","","",0,6,53,99053,"Monterey (County)",20229,"","2023-05-22T03:41:22.800Z","76b736bfcd51c1d2f016bcc48d53bfad4292f442","d82f4d8e-4688-4f0a-852d-e947ec2c48b8",36.6002236,-121.8947489,2020,8
"FM-5328-NV",5328,"NV","FM","2020-08-15T00:00:00.000Z",2020,"Fire","LOYALTON FIRE",0,0,1,1,"2020-08-15T00:00:00.000Z","2020-08-26T00:00:00.000Z","",0,32,31,99031,"Washoe (County)",20230,"","2023-05-22T03:41:22.800Z","08aefddba4673dedc2cc8dfa73582f6697c99151","2e9d1b5d-7757-4ead-b4ca-86aadb0bd4be",40.5608387,-119.6035495,2020,8
"FM-5327-OR",5327,"OR","FM","2020-08-13T00:00:00.000Z",2020,"Fire","MOSIER CREEK FIRE",0,0,1,1,"2020-08-12T00:00:00.000Z","2020-08-19T00:00:00.000Z","",0,41,65,99065,"Wasco (County)",20226,"","2023-05-22T03:41:22.800Z","b9ee266bdee27e0e4d10bcaf3dc27847ab588182","b461627d-1cfb-41c7-8d6d-83a0687d2083",45.0600051,-121.2375121,2020,8
"FM-5326-NV",5326,"NV","FM","2020-08-03T00:00:00.000Z",2020,"Fire","NORTH FIRE",0,0,1,1,"2020-08-02T00:00:00.000Z","2020-08-06T00:00:00.000Z","",0,32,31,99031,"Washoe (County)",20222,"","2023-05-22T03:41:22.800Z","d9fc8e6046156583b12652f4e3d04c958e64417c","77740579-f406-49fc-9817-0d627cd220ce",40.5608387,-119.6035495,2020,8
"FM-5325-CA",5325,"CA","FM","2020-08-02T00:00:00.000Z",2020,"Fire","APPLE FIRE",0,0,1,1,"2020-08-02T00:00:00.000Z","2020-08-11T00:00:00.000Z","",0,6,0,49334,"Morongo Indian Reservation",20221,"","2023-05-22T03:41:22.800Z","b00673256c1865be25a405d697d3ce8112bd3029","a32157f6-b723-4c4d-b18b-d6f84de2d565",33.9500146,-116.8175187,2020,8
"FM-5325-CA",5325,"CA","FM","2020-08-02T00:00:00.000Z",2020,"Fire","APPLE FIRE",0,0,1,1,"2020-08-02T00:00:00.000Z","2020-08-11T00:00:00.000Z","",0,6,65,99065,"Riverside (County)",20221,"","2023-05-22T03:41:22.800Z","b3035a765210db5a27da5822211eb1fb937a361b","88d42a69-1023-43e9-9c9c-88feaaed2544",33.9704979,-117.4810933,2020,8
"FM-5325-CA",5325,"CA","FM","2020-08-02T00:00:00.000Z",2020,"Fire","APPLE FIRE",0,0,1,1,"2020-08-02T00:00:00.000Z","2020-08-11T00:00:00.000Z","",0,6,71,99071,"San Bernardino (County)",20221,"","2023-05-22T03:41:22.800Z","f5020e488033947d9ea94a3840834cf339eaa513","f774af2a-055e-43bd-b576-0a2029e9a60e",33.9828844,-117.7093319,2020,8
"FM-5324-MT",5324,"MT","FM","2020-08-02T00:00:00.000Z",2020,"Fire","FALLING STAR FIRE",0,0,1,1,"2020-08-02T00:00:00.000Z","2020-08-04T00:00:00.000Z","",0,30,95,99095,"Stillwater (County)",20223,"","2023-05-22T03:41:22.800Z","d923a65cee0112a53bcd7f71a9b71571e14c51c3","60c064e2-6589-4dc4-939d-b818c7953c1a",45.7001096,-109.3922403,2020,8
"FM-5324-MT",5324,"MT","FM","2020-08-02T00:00:00.000Z",2020,"Fire","FALLING STAR FIRE",0,0,1,1,"2020-08-02T00:00:00.000Z","2020-08-04T00:00:00.000Z","",0,30,111,99111,"Yellowstone (County)",20223,"","2023-05-22T03:41:22.800Z","5d3dd466ccd7708069a22774954b560bb46a7249","53cd5b76-81bc-4ed3-864b-8be82c64274b",45.7856577,-108.4343805,2020,8
"FM-5323-WA",5323,"WA","FM","2020-07-28T00:00:00.000Z",2020,"Fire","ANGLIN FIRE",0,0,1,1,"2020-07-27T00:00:00.000Z","2020-08-01T00:00:00.000Z","",0,53,47,99047,"Okanogan (County)",20217,"","2023-05-22T03:41:22.800Z","59fb55c4c176f321a11ca8dd730711f49568e811","3425a7bf-9bfc-4c43-9945-e35281fcd042",48.5896831,-119.6522139,2020,7
"FM-5322-NV",5322,"NV","FM","2020-07-21T00:00:00.000Z",2020,"Fire","ROCKFARM FIRE",0,0,1,1,"2020-07-21T00:00:00.000Z","2020-07-23T00:00:00.000Z","",0,32,31,99031,"Washoe (County)",20212,"","2023-05-22T03:41:22.800Z","c88eeae5e9a2ac869ae9894b34cdcfb7cf1ba20b","2bc395aa-af85-42fe-9a48-00ccffaeb8e0",40.5608387,-119.6035495,2020,7
"FM-5321-UT",5321,"UT","FM","2020-07-13T00:00:00.000Z",2020,"Fire","VEYO WEST FIRE",0,0,1,1,"2020-07-13T00:00:00.000Z","2020-07-15T00:00:00.000Z","",0,49,53,99053,"Washington (County)",20211,"","2023-05-22T03:41:22.800Z","b2647a453155ea7e2ddb7753853e1448f59eb9c7","cc26a4b6-600e-40e6-b63d-a01684d63c0c",37.3224877,-113.4776098,2020,7
"FM-5320-WA",5320,"WA","FM","2020-07-12T00:00:00.000Z",2020,"Fire","ROAD 11 FIRE",0,0,1,1,"2020-07-11T00:00:00.000Z","2020-07-15T00:00:00.000Z","",0,53,17,99017,"Douglas (County)",20210,"","2023-05-22T03:41:22.800Z","0f390eb305dbc15d223908d54124f1794af176c5","cc75b759-c4fa-416e-80fb-5469f468aa22",47.7790617,-119.7474606,2020,7
"FM-5319-NV",5319,"NV","FM","2020-07-07T00:00:00.000Z",2020,"Fire","NUMBERS FIRE",0,0,1,1,"2020-07-06T00:00:00.000Z","2020-07-11T00:00:00.000Z","",0,32,5,99005,"Douglas (County)",20207,"","2023-05-22T03:41:22.800Z","4211ed9a140f9ff76c63340ba206a04b23ca0dbe","8d3bdfd3-8f6a-4283-bf6e-22537d630c79",38.9265035,-119.6499162,2020,7
"FM-5318-UT",5318,"UT","FM","2020-06-28T00:00:00.000Z",2020,"Fire","KNOLLS FIRE",0,0,1,1,"2020-06-28T00:00:00.000Z","2020-06-30T00:00:00.000Z","",0,49,49,99049,"Utah (County)",20203,"","2023-05-22T03:41:22.800Z","2c61037f49f4ec34c8148549d8e3c3cf6981745e","7ede1f48-5086-42c2-802e-e52e842c6531",40.0966287,-111.5706786,2020,6
"FM-5317-UT",5317,"UT","FM","2020-06-28T00:00:00.000Z",2020,"Fire","CANAL FIRE",0,0,1,1,"2020-06-28T00:00:00.000Z","2020-07-05T00:00:00.000Z","",0,49,27,99027,"Millard (County)",20202,"","2023-05-22T03:41:22.800Z","0db99a3ce29c381a42ffd02edb3a7d154a73617c","89e6a620-faea-4f8f-82b2-cb128b0b9b43",39.0611744,-113.1918021,2020,6
"FM-5316-NV",5316,"NV","FM","2020-06-27T00:00:00.000Z",2020,"Fire","POEVILLE ROAD FIRE",0,0,1,1,"2020-06-27T00:00:00.000Z","2020-07-04T00:00:00.000Z","",0,32,31,99031,"Washoe (County)",20204,"","2023-05-22T03:41:22.800Z","201ec6641720c28a5d48ee7cf9b4c6afcca4ddd2","cca2e2b4-0e58-4cba-a003-31ede5458b52",40.5608387,-119.6035495,2020,6
"FM-5315-AZ",5315,"AZ","FM","2020-06-27T00:00:00.000Z",2020,"Fire","AVONDALE FIRE",0,0,1,1,"2020-06-27T00:00:00.000Z","","",0,4,13,99013,"Maricopa (County)",20205,"","2023-05-22T03:41:22.800Z","13b677724ad4d4588199a9aaca2bc0b398ee9455","3a59e659-95f0-4956-8ab4-637cef26b8f8",33.2917968,-112.4291464,2020,6
"FM-5314-AZ",5314,"AZ","FM","2020-06-23T00:00:00.000Z",2020,"Fire","AQUILA FIRE",0,0,1,1,"2020-06-23T00:00:00.000Z","","",0,4,13,99013,"Maricopa (County)",20201,"","2023-05-22T03:41:22.800Z","dbe890dd9e75639c0338041ead2e74d48a43ac66","09ada2e8-6a9f-45cf-b19d-1c4aa352253c",33.2917968,-112.4291464,2020,6
"FM-5313-AZ",5313,"AZ","FM","2020-06-20T00:00:00.000Z",2020,"Fire","BUSH FIRE",0,0,1,1,"2020-06-20T00:00:00.000Z","","",0,4,7,99007,"Gila (County)",20200,"","2023-05-22T03:41:22.800Z","5c8664222ce6017d0a92d4f2361920adf44b9a4f","f4cbca7d-ad35-4c64-b8cc-ef6f0dab346a",33.6370567,-110.5215459,2020,6
"FM-5313-AZ",5313,"AZ","FM","2020-06-20T00:00:00.000Z",2020,"Fire","BUSH FIRE",0,0,1,1,"2020-06-20T00:00:00.000Z","","",0,4,13,99013,"Maricopa (County)",20200,"","2023-05-22T03:41:22.800Z","105bbf58c2cf17ad3a74795f99fd61475225dcdb","98cd8b94-9193-4fa7-a161-03afed78a180",33.2917968,-112.4291464,2020,6
"FM-5312-AZ",5312,"AZ","FM","2020-06-11T00:00:00.000Z",2020,"Fire","BIG HORN FIRE",0,0,1,1,"2020-06-11T00:00:00.000Z","","",0,4,19,99019,"Pima (County)",20197,"","2023-05-22T03:41:22.800Z","9d273d4e70901c4a4873123c9cf84e4a4915ef7e","ce664480-ac5d-4b11-b76e-fc8f08964750",32.057499,-111.6660725,2020,6
"FM-5311-AZ",5311,"AZ","FM","2020-05-30T00:00:00.000Z",2020,"Fire","OCOTILLO FIRE",0,0,1,1,"2020-05-30T00:00:00.000Z","","",0,4,13,99013,"Maricopa (County)",20191,"","2023-05-22T03:41:22.800Z","4b0c8e8a869876ccf2b76b59ba6e3f378240624b","4b8560ad-40c3-4f0f-a9af-c6bb49da248f",33.2917968,-112.4291464,2020,5
"FM-5310-AZ",5310,"AZ","FM","2020-05-18T00:00:00.000Z",2020,"Fire","EAST DESERT FIRE",0,0,1,1,"2020-05-17T00:00:00.000Z","","",0,4,13,99013,"Maricopa (County)",20186,"","2023-05-22T03:41:22.800Z","1f176caeefaf8c1c6ee5fabe1b173a3b7642087c","209a1af5-86d9-4f95-9aca-40f055494610",33.2917968,-112.4291464,2020,5
"FM-5309-FL",5309,"FL","FM","2020-05-13T00:00:00.000Z",2020,"Fire","36TH AVENUE FIRE",0,0,1,1,"2020-05-13T00:00:00.000Z","2020-06-02T00:00:00.000Z","",0,12,21,99021,"Collier (County)",20182,"","2023-05-22T03:41:22.800Z","01f9f22e7688a14085adb6680187a366c7994541","e821073b-695b-4a66-a6ad-5f2c3064cf5c",26.069985,-81.4278984,2020,5
"FM-5308-FL",5308,"FL","FM","2020-05-07T00:00:00.000Z",2020,"Fire","MUSSETT BAYOU FIRE",0,0,1,1,"2020-05-06T00:00:00.000Z","2020-06-02T00:00:00.000Z","2023-05-15T00:00:00.000Z",0,12,131,99131,"Walton (County)",20179,"","2023-05-22T03:41:22.800Z","3f8fff8fe7946e9a3695ed805e6bba0b5846264d","24b0f872-a6ef-4e05-b6dc-c21160f1fb75",30.5640199,-86.1751759,2020,5
"FM-5306-OK",5306,"OK","FM","2020-03-07T00:00:00.000Z",2020,"Fire","412 FIRE COMPLEX",0,0,1,1,"2020-03-07T00:00:00.000Z","2020-03-11T00:00:00.000Z","2021-09-28T00:00:00.000Z",0,40,7,99007,"Beaver (County)",20010,"","2023-05-22T03:41:22.800Z","2ade8c81246539cdf51fc86af203316bd11b250d","8db20475-a3f8-4c0e-bcdf-0453f31dea02",36.8114304,-100.5192855,2020,3
"FM-5303-CA",5303,"CA","FM","2019-11-26T00:00:00.000Z",2020,"Fire","CAVE FIRE",0,0,1,1,"2019-11-25T00:00:00.000Z","","",0,6,83,99083,"Santa Barbara (County)",19100,"","2023-05-22T03:41:22.800Z","2cdcb2d59e0a6fad70778c784d9e259b67860791","dc4bfbba-8b9b-4160-ac51-21a4e593c42d",34.4208305,-119.6981901,2019,11
"FM-5302-CA",5302,"CA","FM","2019-11-01T00:00:00.000Z",2020,"Fire","MARIA FIRE",0,0,1,1,"2019-11-01T00:00:00.000Z","","",0,6,111,99111,"Ventura (County)",19097,"","2023-05-22T03:41:22.800Z","6fa9b7b632ceec711502d22ea424b7a87d4b4fc1","3edb35cd-365b-4d32-bbcd-4786bae01df6",34.3704884,-119.1390642,2019,11
