femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id,declarationYear,latitude,longitude
FM-5303-CA,5303,CA,FM,2019-11-26T00:00:00.000Z,2020,Fire,CAVE FIRE,0,0,1,1,2019-11-25T00:00:00.000Z,,,0,6,83,99083,Santa Barbara (County),19100,,2023-05-22T03:41:22.800Z,2cdcb2d59e0a6fad70778c784d9e259b67860791,dc4bfbba-8b9b-4160-ac51-21a4e593c42d,2019,34.67142103,-120.0150919
FM-5302-CA,5302,CA,FM,2019-11-01T00:00:00.000Z,2020,Fire,MARIA FIRE,0,0,1,1,2019-11-01T00:00:00.000Z,,,0,6,111,99111,Ventura (County),19097,,2023-05-22T03:41:22.800Z,6fa9b7b632ceec711502d22ea424b7a87d4b4fc1,3edb35cd-365b-4d32-bbcd-4786bae01df6,2019,34.45474678,-119.0848457
FM-5301-CA,5301,CA,FM,2019-10-31T00:00:00.000Z,2020,Fire,HILLSIDE FIRE,0,0,1,1,2019-10-31T00:00:00.000Z,,,0,6,71,99071,San Bernardino (County),19095,,2023-05-22T03:41:22.800Z,0713154da5a4540d78549b90fee1d18616b6a7cf,fa1edfa5-663a-4062-a995-cbd007dfbd44,2019,34.84157876,-116.1783784
FM-5300-CA,5300,CA,FM,2019-10-31T00:00:00.000Z,2020,Fire,46 FIRE,0,0,1,1,2019-10-31T00:00:00.000Z,,,0,6,65,99065,Riverside (County),19094,,2023-05-22T03:41:22.800Z,94747609b31bf0b49253d7dbf2e48c16313c3ce6,a5e3b995-796d-4505-b280-815d0fc3e29d,2019,33.74329781,-115.9939021
FM-5299-CA,5299,CA,FM,2019-10-30T00:00:00.000Z,2020,Fire,HILL FIRE,0,0,1,1,2019-10-30T00:00:00.000Z,,,0,6,65,99065,Riverside (County),19098,,2023-05-22T03:41:22.800Z,6e4cdada37c402bf38fb397aae1e434216c6e35f,477964fe-8f52-435a-ac17-d9a8d31b3b6b,2019,33.74329781,-115.9939021
FM-5298-CA,5298,CA,FM,2019-10-30T00:00:00.000Z,2020,Fire,EASY FIRE,0,0,1,1,2019-10-30T00:00:00.000Z,,,0,6,111,99111,Ventura (County),19093,,2023-05-22T03:41:22.800Z,af0b4bda5f871bfff0a0b08aefdb2b3b0a30b045,a88d9feb-728f-4fe4-8b91-7c0412f18397,2019,34.45474678,-119.0848457
FM-5297-CA,5297,CA,FM,2019-10-28T00:00:00.000Z,2020,Fire,GETTY FIRE,0,0,1,1,2019-10-28T00:00:00.000Z,,,0,6,37,99037,Los Angeles (County),19092,,2023-05-22T03:41:22.800Z,e1765523c3cfb7dc9563ecbc36b9713604eac1ce,5ecd0872-0116-4c77-8de1-f3e8e925c142,2019,34.32134579,-118.224703
FM-5296-CA,5296,CA,FM,2019-10-24T00:00:00.000Z,2020,Fire,TICK FIRE,0,0,1,1,2019-10-24T00:00:00.000Z,,,0,6,37,99037,Los Angeles (County),19090,,2023-05-22T03:41:22.800Z,da2867de2c955ebe2a30015703c9c96d87407954,ccd4d3b0-fc59-4411-a662-6fb93378df51,2019,34.32134579,-118.224703
FM-5295-CA,5295,CA,FM,2019-10-24T00:00:00.000Z,2020,Fire,KINCADE FIRE,0,0,1,1,2019-10-24T00:00:00.000Z,,,0,6,97,99097,Sonoma (County),19091,,2023-05-22T03:41:22.800Z,2851c8ecdd93d5214e82fe2e9d617a2157583609,18649d4e-ba18-4a1b-8258-86477b1359b4,2019,38.52842052,-122.8872965
FM-5294-HI,5294,HI,FM,2019-10-23T00:00:00.000Z,2020,Fire,KAHANA RIDGE FIRE,0,0,1,1,2019-10-22T00:00:00.000Z,,,0,15,9,99009,Maui (County),19088,,2023-05-22T03:41:22.800Z,14a91118335b91b1d5223bc835ad221d35c4fea8,b7c79f12-c1c9-4dd9-8138-8766e6c550d9,2019,20.86402572,-156.5692176
FM-5293-CA,5293,CA,FM,2019-10-11T00:00:00.000Z,2020,Fire,SADDLERIDGE FIRE,0,0,1,1,2019-10-10T00:00:00.000Z,,,0,6,37,99037,Los Angeles (County),19086,,2023-05-22T03:41:22.800Z,3e01bb2d88728fec416b2a1733ceeab2ec4e11db,db761134-2a1e-4f8b-b1a3-f786e092fcba,2019,34.32134579,-118.224703
FM-5293-CA,5293,CA,FM,2019-10-11T00:00:00.000Z,2020,Fire,SADDLERIDGE FIRE,0,0,1,1,2019-10-10T00:00:00.000Z,,,0,6,111,99111,Ventura (County),19086,,2023-05-22T03:41:22.800Z,2e2fe416cca257f6f46d462b8615082d38c0517b,a8ea9605-8cd5-452a-a9d9-98fec76c93c5,2019,34.45474678,-119.0848457
FM-5292-UT,5292,UT,FM,2019-08-30T00:00:00.000Z,2019,Fire,GUN RANGE FIRE,0,0,1,1,2019-08-30T00:00:00.000Z,2019-08-31T00:00:00.000Z,,0,49,11,99011,Davis (County),19073,,2023-05-22T03:41:22.800Z,fda74d2f2c0239c566d232bc9957561d6b034edb,214067d2-86db-4985-9507-39b18cb1d0c3,2019,40.99072955,-112.1116607
FM-5291-NV,5291,NV,FM,2019-08-24T00:00:00.000Z,2019,Fire,LONG VALLEY FIRE,0,0,1,1,2019-08-24T00:00:00.000Z,,,0,32,31,99031,Washoe (County),19066,,2023-05-22T03:41:22.800Z,496395631a9886e52de87b5d1399050fe8258c94,890dd0af-d28e-4f59-9357-786aaed584aa,2019,40.66566815,-119.6643222
FM-5290-AK,5290,AK,FM,2019-08-22T00:00:00.000Z,2019,Fire,DESHKA LANDING FIRE,0,0,1,1,2019-08-17T00:00:00.000Z,2019-09-09T00:00:00.000Z,,0,2,170,99170,Matanuska-Susitna (Borough),19064,,2023-05-22T03:41:22.800Z,b9b1a0836439f339f0bb1c38b5b5362c00fc13d0,1abc02a8-8a72-4245-adb7-981530aa2fd2,2019,62.31571716,-149.5691006
FM-5289-NV,5289,NV,FM,2019-08-21T00:00:00.000Z,2019,Fire,CANYON FIRE,0,0,1,1,2019-08-21T00:00:00.000Z,,,0,32,5,99005,Douglas (County),19065,,2023-05-22T03:41:22.800Z,92dc9752ed6b51f653acb33d97a85026b0b5d353,b3db1bad-b307-4ce0-b936-5ef1e34134ba,2019,38.91213378,-119.6162086
FM-5288-TX,5288,TX,FM,2019-08-18T00:00:00.000Z,2019,Fire,COPPER BREAKS FIRE,0,0,1,1,2019-08-16T00:00:00.000Z,,,0,48,197,99197,Hardeman (County),19060,,2023-05-22T03:41:22.800Z,d11436d1a540b9a4b8bb690830aeec07b3a3713e,b9a23e47-3fb0-4b56-baaf-ad48cfec2ab2,2019,34.29029034,-99.74572968
