femaDeclarationString,disasterNumber,state,declarationType,declarationDate,fyDeclared,incidentType,declarationTitle,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,incidentBeginDate,incidentEndDate,disasterCloseoutDate,tribalRequest,fipsStateCode,fipsCountyCode,placeCode,designatedArea,declarationRequestNumber,lastIAFilingDate,lastRefresh,hash,id,declarationYear,latitude,longitude
EM-3087-MS,3087,MS,EM,1983-12-21T00:00:00.000Z,1984,Flood,SEVERE STORMS & FLOODING,0,1,0,0,1983-12-21T00:00:00.000Z,1983-12-21T00:00:00.000Z,1986-07-08T00:00:00.000Z,0,28,43,99043,Grenada (County),84008,,2023-05-22T03:41:22.800Z,71f09f72dd424ba84c871b44e3a2a5d7c1c68f7b,6cfe4183-4ce6-4776-ba27-7d9994544296,1983,33.76997916,-89.80171673
FM-2045-NV,2045,NV,FM,1983-07-19T00:00:00.000Z,1983,Fire,SILVER CITY FIRE,0,0,1,0,1983-07-19T00:00:00.000Z,1983-07-19T00:00:00.000Z,1984-02-02T00:00:00.000Z,0,32,0,0,Statewide,83044,,2023-05-22T03:41:22.800Z,b4cad2887ebd5f92debfcc5944196240f6514a68,33f72338-6b8f-456c-a21b-c233110f4ddf,1983,,
FM-2044-HI,2044,HI,FM,1983-03-04T00:00:00.000Z,1983,Fire,KILAUEA FIRE,0,0,1,0,1983-03-04T00:00:00.000Z,1983-03-04T00:00:00.000Z,1986-03-27T00:00:00.000Z,0,15,0,0,Statewide,83020,,2023-05-22T03:41:22.800Z,dd2d933c1e86cdb867344531bb9a13d68777dccb,07a2aca6-3d2e-4ce7-9edd-deea677bfb30,1983,,
DR-695-AL,695,AL,DR,1983-12-13T00:00:00.000Z,1984,Severe Storm,"SEVERE STORMS,FLOODING AND TORNADOES",0,1,0,0,1983-12-02T00:00:00.000Z,1983-12-06T00:00:00.000Z,1991-06-03T00:00:00.000Z,0,1,15,99015,Calhoun (County),84006,,2023-05-22T03:41:22.800Z,1c303a5569033904c39250c35662b1060cc94528,b68303d7-a90f-4f59-bf83-8b7ddbde54ca,1983,33.77141549,-85.82574705
DR-695-AL,695,AL,DR,1983-12-13T00:00:00.000Z,1984,Severe Storm,"SEVERE STORMS,FLOODING AND TORNADOES",0,1,0,0,1983-12-02T00:00:00.000Z,1983-12-06T00:00:00.000Z,1991-06-03T00:00:00.000Z,0,1,47,99047,Dallas (County),84006,,2023-05-22T03:41:22.800Z,0a8f84eca9be2a8423d1bf37973a4b7e162f5f4b,01293783-6d39-4b68-82a9-e78e42e83cd8,1983,32.32606741,-87.10649231
DR-695-AL,695,AL,DR,1983-12-13T00:00:00.000Z,1984,Severe Storm,"SEVERE STORMS,FLOODING AND TORNADOES",0,1,0,0,1983-12-02T00:00:00.000Z,1983-12-06T00:00:00.000Z,1991-06-03T00:00:00.000Z,0,1,73,99073,Jefferson (County),84006,,2023-05-22T03:41:22.800Z,4646f3280eaa01f72de78556fb58dcae7f43476b,ccd853fc-1506-402f-98b9-c5e57bcbe6a1,1983,33.5543433,-86.89657084
DR-695-AL,695,AL,DR,1983-12-13T00:00:00.000Z,1984,Severe Storm,"SEVERE STORMS,FLOODING AND TORNADOES",0,1,0,0,1983-12-02T00:00:00.000Z,1983-12-06T00:00:00.000Z,1991-06-03T00:00:00.000Z,0,1,117,99117,Shelby (County),84006,,2023-05-22T03:41:22.800Z,304882f07027f24d53bde5ff0b4b8a2262cff6e2,28ad9f89-aded-4a63-81d5-48c017e0879b,1983,33.26405258,-86.66137476
DR-694-ID,694,ID,DR,1983-11-18T00:00:00.000Z,1984,Earthquake,EARTHQUAKE,0,0,1,0,1983-10-28T00:00:00.000Z,1984-01-25T00:00:00.000Z,1988-05-06T00:00:00.000Z,0,16,47,99047,Gooding (County),84005,,2023-05-22T03:41:22.800Z,8d588ce69c6999c0d632034e1a8b3fbc3458104a,13949354-75a9-45d9-94f6-aa35103c4d84,1983,42.97094353,-114.8116615
DR-694-ID,694,ID,DR,1983-11-18T00:00:00.000Z,1984,Earthquake,EARTHQUAKE,0,1,1,0,1983-10-28T00:00:00.000Z,1984-01-25T00:00:00.000Z,1988-05-06T00:00:00.000Z,0,16,23,99023,Butte (County),84005,,2023-05-22T03:41:22.800Z,f734cf7610918c0b454da4eeda30ec0161c11d02,dec3845f-33f8-4690-a79d-fe25425083ac,1983,43.72266581,-113.1719663
DR-694-ID,694,ID,DR,1983-11-18T00:00:00.000Z,1984,Earthquake,EARTHQUAKE,0,1,1,0,1983-10-28T00:00:00.000Z,1984-01-25T00:00:00.000Z,1988-05-06T00:00:00.000Z,0,16,37,99037,Custer (County),84005,,2023-05-22T03:41:22.800Z,a4e4dd8874c633800b22a86d7a8876c3cc884e47,6fb89483-0e53-40c8-97fa-27a17c9646e8,1983,44.24147306,-114.2816427
